Average Diameter,Time
5.034489,16.79169
5.035391,16.8097
5.036188,16.82879
5.03709,16.8471
5.03799,16.86845
5.039089,16.8866
5.039797,16.90623
5.039813,16.92422
5.040213,16.94294
5.041103,16.96186
5.04177,16.97972
5.042416,16.99877
5.04297,17.01758
5.043505,17.03654
5.043977,17.05445
5.044421,17.07593
5.044865,17.0953
5.0453,17.11436
5.04578,17.13394
5.046466,17.15319
5.047274,17.17117
5.048082,17.19007
5.048926,17.20902
5.049783,17.22805
5.050661,17.2477
5.051537,17.26551
5.052419,17.28598
5.053301,17.30486
5.054187,17.32405
5.055065,17.34184
5.055952,17.36112
5.056827,17.3804
5.057724,17.39949
5.058597,17.41835
5.05942,17.43863
5.060238,17.45731
5.061057,17.47585
5.06187,17.49652
5.06266,17.51517
5.06345,17.53469
5.064233,17.55433
5.064993,17.57365
5.065763,17.59271
5.066523,17.60973
5.06729,17.62873
5.068042,17.6484
5.068719,17.66745
5.069396,17.6864
5.070047,17.70698
5.070617,17.72515
5.071138,17.74422
5.071642,17.76216
5.072122,17.78092
5.072602,17.79898
5.073059,17.81786
5.073512,17.83673
5.073921,17.85608
5.074327,17.87609
5.074739,17.89558
5.075272,17.91653
5.07587,17.93646
5.076504,17.95558
5.077137,17.97429
5.077797,17.9934
5.078458,18.01297
5.079112,18.03098
5.079742,18.04971
5.08036,18.06871
5.080967,18.08663
5.08158,18.10448
5.082193,18.12453
5.082806,18.14367
5.083394,18.16143
5.08398,18.17929
5.084566,18.19893
5.085176,18.21766
5.085742,18.23656
5.086303,18.25551
5.086864,18.27466
5.087453,18.29368
5.088058,18.31142
5.088662,18.3324
5.089248,18.35169
5.089889,18.37036
5.090561,18.38928
5.091233,18.40793
5.091904,18.42596
5.092545,18.44518
5.093217,18.46295
5.093888,18.48203
5.094557,18.50119
5.095185,18.51998
5.095813,18.54057
5.096484,18.5595
5.097111,18.57833
5.097754,18.59701
5.098396,18.6158
5.099064,18.63395
5.099776,18.6526
5.100491,18.6714
5.101204,18.68926
5.101916,18.70907
5.102658,18.72803
5.103403,18.74844
5.104169,18.76713
5.105068,18.78495
5.105928,18.80296
5.106827,18.822
5.107734,18.84092
5.10863,18.85985
5.109491,18.87883
5.110341,18.89774
5.111185,18.9166
5.112031,18.93574
5.112868,18.95653
5.113703,18.97545
5.114549,18.99346
5.115368,19.01134
5.116186,19.03046
5.116997,19.04947
5.117801,19.06835
5.118618,19.08617
5.119419,19.10483
5.120195,19.12399
5.120965,19.14337
5.121689,19.16469
5.122411,19.18422
5.123187,19.20186
5.123936,19.21947
5.124478,19.23833
5.124894,19.2585
5.125778,19.27739
5.126369,19.29803
5.126966,19.31683
5.127861,19.33556
5.128192,19.35346
5.128818,19.37428
5.12936,19.39336
5.1298,19.41281
5.130383,19.43202
5.131039,19.4507
5.131773,19.4696
5.132507,19.48851
5.133241,19.50743
5.13412,19.5268
5.135071,19.54569
5.136033,19.56352
5.136981,19.58449
5.137879,19.60344
5.138758,19.62168
5.139557,19.64067
5.140262,19.66044
5.140942,19.6782
5.141631,19.69696
5.142319,19.71559
5.143114,19.73468
5.144138,19.75383
5.145208,19.77155
5.146277,19.79129
5.147377,19.81046
5.14848,19.82951
5.149575,19.84887
5.150267,19.86654
5.150955,19.88448
5.151969,19.90416
5.15254,19.92291
5.153434,19.94249
5.153434,19.96149
5.153434,19.98042
5.153434,20.0013
5.153434,20.01916
5.153434,20.03812
5.153434,20.05718
5.153434,20.0761
5.153434,20.09501
5.154135,20.11309
5.155001,20.1311
5.155368,20.15602
5.155368,20.17502
5.155368,20.19427
5.155368,20.21372
5.155368,20.23305
5.155368,20.25068
5.155368,20.26959
5.155368,20.28798
5.155368,20.30743
5.155368,20.32536
5.156083,20.34352
5.15692,20.36191
5.157795,20.3811
5.159039,20.39981
5.159818,20.42083
5.160684,20.43981
5.161475,20.45899
5.162301,20.47675
5.163095,20.49464
5.163878,20.51368
5.16466,20.53152
5.165431,20.55081
5.166182,20.56955
5.166952,20.58866
5.167691,20.60748
5.168422,20.62828
5.169151,20.64696
5.169868,20.6655
5.170588,20.68443
5.171304,20.70327
5.172033,20.72084
5.17275,20.73965
5.173465,20.7586
5.174181,20.77659
5.174899,20.79547
5.175588,20.81446
5.176264,20.83614
5.176932,20.85473
5.177609,20.87361
5.178277,20.89162
5.178945,20.90964
5.179587,20.92899
5.180202,20.94917
5.180816,20.96754
5.181389,20.98664
5.181962,21.00514
5.182548,21.02324
5.182548,21.04392
5.182548,21.06315
5.182548,21.08204
5.182548,21.10091
5.182548,21.11902
5.182548,21.13769
5.182548,21.15584
5.182548,21.17481
5.182548,21.19373
5.182548,21.21272
5.182548,21.23176
